  Ls Hgt   Lat     UA0   UA1  Up1   UA2  Up2    VA0   VA1  Vp1   VA2  Vp2
  30 135 -27.50   21.2  25.0 24.3  11.1 18.3  -11.7  54.6 24.0  40.3 21.4
  30 140 -27.50   21.1  28.2 24.1  14.0 18.2  -12.9  57.9 23.9  42.0 21.1
  30 145 -27.50   21.1  30.6 23.8  16.2 18.1  -13.7  60.1 23.8  43.2 20.8
  30 150 -27.50   21.0  32.3 23.7  17.9 18.1  -14.2  61.5 23.7  43.9 20.6
  30 155 -27.50   21.0  33.5 23.6  19.2 18.0  -14.6  62.4 23.7  44.3 20.4
  30 160 -27.50   20.9  34.4 23.5  20.1 18.0  -14.8  63.0 23.7  44.5 20.3
  30 165 -27.50   20.9  34.9 23.4  20.7 18.0  -14.9  63.3 23.6  44.6 20.2
  30 170 -27.50   20.9  35.3 23.4  21.2 17.9  -15.0  63.5 23.6  44.7 20.2
  30  80 -22.50    -.7    .8 22.0  12.1 15.0    -.6    .9 25.5  17.6 18.3
  30  85 -22.50     .4   2.0 22.0  13.5 15.0   -1.7   3.9 25.5  22.5 18.3
  30  90 -22.50    2.0   3.1 21.0  14.1 14.6   -2.1   7.7 24.9  25.5 17.5
  30  95 -22.50    3.5   3.4 20.4  13.9 14.2   -2.1  11.8 24.3  27.3 16.6
  30 100 -22.50    5.0   2.8 20.6  12.8 13.8   -1.9  15.5 23.8  29.1 15.6
  30 105 -22.50    6.7   2.3 23.5  10.7 13.4   -2.2  18.0 23.6  30.4 14.5
  30 110 -22.50    8.5   4.8 26.7   7.6 12.9   -3.2  19.0 23.7  31.2 13.4
  30 115 -22.50    9.7   9.6 27.1   3.8 11.7   -5.1  21.2 24.1  31.5 12.2
  30 120 -22.50   10.3  14.6 26.7   3.3 20.1   -7.6  25.2 24.4  32.5 11.1
  30 125 -22.50   10.3  19.5 26.0   8.3 18.8  -10.2  30.6 24.4  34.5 22.2
  30 130 -22.50   10.1  23.9 25.4  13.0 18.4  -12.4  35.5 24.3  36.5 21.5
  30 135 -22.50    9.9  27.7 24.9  17.0 18.2  -14.0  39.2 24.2  37.8 21.0
  30 140 -22.50    9.7  30.6 24.6  20.0 18.0  -15.1  41.9 24.1  38.5 20.6
  30 145 -22.50    9.6  32.8 24.3  22.3 17.9  -15.7  43.7 24.1  38.9 20.3
  30 150 -22.50    9.5  34.3 24.1  23.9 17.8  -16.1  44.9 24.0  39.0 20.1
  30 155 -22.50    9.5  35.3 24.0  25.1 17.7  -16.3  45.7 24.0  39.0 20.0
  30 160 -22.50    9.4  36.0 23.9  25.9 17.7  -16.4  46.2 24.0  38.9 19.9
  30 165 -22.50    9.4  36.5 23.9  26.5 17.7  -16.5  46.5 24.0  38.7 19.8
  30 170 -22.50    9.4  36.8 23.8  26.9 17.6  -16.5  46.8 23.9  38.6 19.7
  30  80 -17.50   -1.9    .7 23.5  12.5 15.1     .4    .6 26.3  17.4 18.3
  30  85 -17.50   -1.6   1.6 23.5  14.5 15.1   -1.8   3.1 26.3  21.7 18.3
  30  90 -17.50   -1.2   2.4 22.7  15.6 14.6   -2.7   6.5 25.5  24.5 17.4
  30  95 -17.50   -1.0   2.6 22.5  15.5 14.1   -3.0  10.2 24.7  26.2 16.4
  30 100 -17.50   -1.0   2.4 23.8  14.2 13.5   -3.2  13.4 23.9  27.9 15.3
